name	gPlusPlaceId	latitude	longitude
b'Bamboo Garden'	109893945006245136762	37.404074	-122.097936
b'Home-Teck Retractable Awnings and Shade Sail'	115809694713396879378	37.240239	-121.87888000000001
b'West Side Nursery'	104651495517246703860	37.017964	-121.643138
b'Backayard'	109989058247964536721	37.336703	-121.89268
b'Lincoln Park'	109250314373008609238	37.379286	-122.12004499999999
b'Pier 1 Imports'	109323673618942258497	37.322035	-122.03446299999999
b'Project Ninety Corporation'	101549175392819650639	37.331637	-121.875941
b'House of Genji'	108233981895121134413	37.360386	-121.908892
b'Santa Clara County : Shooting Range'	111333019440129598504	37.218829	-121.725563
b'EL BARON ROJO'	100471733560186191401	37.370006	-121.84236399999999
b'US Post Office'	107430079400379742180	37.371764	-122.088278
b'Chick-fil-A at Sunnyvale'	104751451402287334983	37.368984999999995	-122.0385
b'Island Grill'	104687067220120860124	37.362266999999996	-121.906176
b'Starbucks'	105645340633595531115	37.235729	-121.964451
b'Glenbrook Apartment Homes'	114925656572694148075	37.324484999999996	-122.04729099999999
b'Golfland'	108545252256759403393	37.44762	-121.889928
b'ITU'	113826655999773653606	37.331819	-121.895769
b'Nilgiris-A'	103676520213168855190	37.373839000000004	-122.05588999999999
b'Pacific Eye Care Optometry'	111824474193384976453	37.419288	-122.09548899999999
b'Emerson School Palo Alto'	117749547501646208541	37.442689	-122.117398
b'USPS'	111761195440181723145	37.383134000000005	-121.995354
"b""Sam's Downtown Feed & Pet Supply"""	114710418897932775354	37.323902000000004	-121.904899
b'Oysoi Sushi Teriyaki'	108438766370397648435	37.274665999999996	-121.93330700000001
b'Ericsson Inc'	100010035184425103894	37.418819	-121.949848
b'Starbucks'	106823539726344595218	37.45232	-121.92081499999999
b'Paris Baguette'	111404756902058657881	37.353605	-121.994223
"b""Harry's Cleaners & Shoe Repair"""	107941025693837862061	37.346118	-121.97903400000001
b'Michaels'	107105488751826753185	37.421121	-122.097485
b'Boston Market'	116699183898728284501	37.351988	-121.96118
b'Fast Bicycle'	112492928160157002377	37.358083	-121.84406899999999
b'Thriving Life Care Wellness Center'	102281898272657016349	37.374764	-122.029255
b'Larson Douglas K DDS'	112287155013319806912	37.286679	-121.950713
b'Round Robin'	116338544306203565882	37.379569000000004	-122.115068
b'Pizza Hut'	110785184828499405707	373.14782	-1219.50074
b'CRC Health Group'	114064559072566636851	37.322819	-122.030426
b'El Rodeo Mansware'	107137484027078207071	37.3658	-121.827679
b'Keiser Motors'	102344093292818182248	37.269925	-121.95290800000001
b'Starbucks Coffee'	102961927314677516533	37.403073	-122.11226599999999
"b""Julie's Downtown Sober Home"""	106669284363164882750	37.341798	-121.874196
b'El Camino Mufflers'	100171039309332596988	37.352788000000004	-121.98647199999999
b'Julie Q Hair & Nails'	103740065818433488836	37.393164	-122.081492
b'Palo Alto Shell'	104367106561149325445	37.42573	-122.147566
b'The Diner of Los Gatos'	116641418075476468414	37.229207	-121.982456
b'Starbucks'	104563545744056306881	37.415785	-121.899173
b'Magnolia Park'	111519946893288615750	37.390156	-122.05935600000001
b'Allied Transmission Co'	117022539729591505452	37.364515000000004	-121.942631
"b""Daphne's Greek Cafe"""	112427735738917799228	37.367740	-122.033118
b'Fast Repair LLC'	112628204751882289349	37.404216999999996	-121.903906
b'Lucky'	115255164907310434906	37.329194	-121.966631
b'Wilson Park'	108862326156458256841	37.319072999999996	-122.02038999999999
b'Site for Sore Eyes'	107604303236343134600	37.224037	-121.983306
b'Lucky Stars Tattoo & Body Piercing Studio'	110998783588990870364	37.250446000000004	-121.872156
b'Grand Century Shopping Mall'	104022891713232514316	37.332964000000004	-121.856167
b'RadioShack'	117489564133472150272	37.329459	-121.859277
b'SUBWAY\xc2\xae Restaurants'	101022441779923020535	37.233338	-121.978652
"b""Chili's Grill & Bar"""	111050638338364638259	37.00548	-121.552019
b'Extreme Pita'	102792270950246250111	37.383505	-121.897694
b'Classic Car Wash'	106624802646949042247	37.291744	-121.995667
b'Hsu Andrew a MD'	100786752468172606354	37.372575	-122.059233
b'Great Clips Moonlite Shopping Center'	117617107012226689231	37.351225	-121.97660900000001
"b""Rick's Cafe'"""	115932738816206593816	37.379413	-122.116386
b'Rokko Japanese Cuisine'	100964971415124014599	37.334391	-121.891396
b'Pro Darling Nails'	100495460848468854946	37.311768	-121.81040800000001
b'Wine Press Liquors'	116976255915505533475	37.396039	-122.10211000000001
b'Valero Campus Services Inc'	101396152555583272940	37.426955	-122.159477
b'Arco'	101622673108034068288	37.421523	-122.101335
b'Starbucks'	100565881255692935501	37.411471	-122.094199
b'Jelly Belly Candy Company'	110983229811572853410	37.025059000000006	-121.56333000000001
b'Dream Dinners'	107718998107317587071	37.261838	-121.96273300000001
b'Dollar Tree'	114313423383143408739	37.287978	-121.97598500000001
b'Black Bear Diner'	117512687106442528851	37.021553000000004	-121.569896
b'US Post Office'	111970711194016866300	37.232392	-121.98606200000002
b'Sinnott Park'	113696772047008915038	37.420367999999996	-121.872983
b'Supercuts'	107995773638405106335	37.322944	-121.993301
b'Serra park, Tennis Courts'	105241454030406174051	37.343498	-122.043117
b'Willow Glen Meats & Smoke House'	106507291007744872431	37.317428	-121.893497
b'LYFE Kitchen'	103433628121278582914	37.443681	-122.162026
b'The Cheesecake Factory'	104433093051461015611	37.324184	-121.947496
b'tico tacos'	117436751211532656516	37.341798	-121.890749
b'Nomikai'	114395269944708073870	37.335335	-121.88978200000001
b'Auto America'	102425061989997672266	37.247771	-121.868118
b'Piccolo Mediterranean Cuisine'	108761339525823018358	37.353789	-122.014513
b'Wilcox Park'	117642453245423502984	37.294113	-121.899905
b'Art of Living Yoga and Meditation Center, San Jose'	108318912914285245770	37.251427	-121.83513
b'T K Noodle Inc'	108493927521080001015	37.331367	-121.879223
b'Vagabond Inn Sunnyvale'	104156234419385859269	37.396339000000005	-122.027832
b'Security One - (Palo Alto, California)'	108468478768359384829	37.444185	-122.161128
b'Disney Store'	112059070696190803707	37.32354	-121.94588200000001
b'Marble Creations Inc'	111324187029082977315	37.378676	-121.908079
b'Santa Rita Elementary School'	110921995505859431717	37.394107	-122.12218600000001
b'Los Gatos Cafe'	107506072122494784503	37.228328000000005	-121.981058
b'Quan Hue Restaurant'	107752042705879514202	37.322321	-121.823852
b'Chaat Cafe'	103746266393304710016	37.249713	-121.856799
b'Super Glass'	111260040373709136555	37.283063	-121.950216
b'Law Office Of Wendy Lun'	111345340261318223880		
b'Wells Fargo'	106311693669902812804	37.388726	-122.082546
b'Great Clips Sunnyvale Safeway'	117692658486538129241	37.364754	-122.03138500000001
b'San Jose Skate'	101260791752016845906	37.251943	-121.82785600000001
b'Panera Bread'	107378058420445376217	37.340253999999995	-121.903777
b'Jimyko Home Furnishings'	110032226144710602816	37.307918	-121.865742
b'Tellabs Inc'	107623351611225437774	37.396665000000006	-121.97735300000001
b'James Kramer Construction Inc'	116025053248898140994	37.399958000000005	-122.114079
b'Nijiya Market'	115617258197614952201	37.378678	-122.071467
b'Fandango Pizza'	117242779223563896783	37.429601	-122.122914
b'KFC Santa Clara'	100636068937131289119	37.353217	-121.951123
b'Pioneer Manufacturing Co'	117010924565979801101	37.377280999999996	-121.905354
b'Peninsula Hardware'	106112256972929560882	37.433618	-122.129998
b'Fit and Flow Studio'	102355651526981920580	37.410951000000004	-122.01522
b'A Slice of New York'	104508198886035376808	37.323617	-121.95887900000001
"b""Armadillo Willy's Barbecue"""	113383633463629879798	37.248197	-121.85858300000001
b'Walgreens Store Sunnyvale'	108785417924880539497	37.368435999999996	-122.03206100000001
b'Popeyes Louisiana Kitchen'	108156195052867943442	37.369655	-121.84544
b'PostalAnnex+'	107707582398404829996	37.262415999999995	-121.879279
b'Round Table Pizza'	111939180207665510885	37.262426	-121.878174
b'In-N-Out Burger'	114975422686613319760	37.023804999999996	-121.564194
b'Bistro Siam'	118390128855781362655	37.408116	-121.963408
b'Sursangeet'	108907507559878882313	37.374874	-122.059367
b'Premier Off Campus Text Books'	100057994106812977936	37.323473	-122.048634
b'Steins Beer Garden and Restaurant'	103750668754130732128	37.393947	-122.079977
"b""Wodin's Kennel"""	114708583692088155538	37.357603000000005	-121.789501
b'Moran Law Group'	113299372547535050631	37.417361	-122.07815900000001
b'Santa Clara Truck Wreckers'	109632347726433207056	37.374528	-121.948747
"b""See's Candies Chocolate Shops"""	112470379275483592721	37.293648	-121.93156
b'Happy Hollow Park & Zoo'	110230046157365839534	37.324071999999994	-121.86382900000001
b'Golfland Entertainment Centers'	101146235556669039271	37.250233	-121.867073
b'Bill Archbold Painting'	108370685862018284242	37.130028	-121.63637299999999
b'Vip Oriental'	114830621745071771932	37.351147	-121.97661000000001
b'Almaden Roasting Co'	115705002518496073575	37.228839	-121.88443500000001
b'Omee J Fusion Sushi Bar & Grill'	109686011337262754818	37.32378	-121.98067900000001
"b""Peet's Coffee & Tea"""	100560302508715948524	37.400718	-122.113253
b'Friendly Yellow Cab'	115241551256755139599	37.393524	-122.076769
b'Starbucks'	101687639168877776880	37.33939	-121.84229199999999
b'American Tire Distributors Inc'	113259834066316345811	37.390376	-121.913044
"b""Lucky's"""	106292483084440349635	37.388469	-122.029541
b'Big 5 Sporting Goods - Morgan Hill'	105067018473930381613	37.149994	-121.654904
b'Pediatric Dentistry-Los Altos: Gorgani Nick DDS'	106178279400244858004	37.35954	-122.094718
b'Charleston Shopping Center'	117359200834300420026	37.418651000000004	-122.10966200000001
"b""Ricatoni's Delicatessen"""	103446379472995340728	37.128535	-121.65311000000001
b'Nike Running'	101222752553021115316	37.443948	-122.170878
b'Taikee Wonton'	101246729611607610784	37.321366999999995	-121.971907
b'Speedy Smog Test Only'	109953778387465770836	37.352616	-121.99169099999999
"b""Sergio's Auto Repair"""	100465896356830965703	37.372058	-122.05296200000001
b'International Auto Center Body'	115633597729507739685	37.351791999999996	-121.954073
"b""Brian's Welding"""	104122168944946647541	37.341468	-121.89933899999998
"b""Togo's"""	102812153257050608110	37.323223	-122.04718700000001
"b""Nick's Next Door"""	103132154035652583056	37.220835	-121.9807
b'Stanley Steemer Of San Jose'	107496145987374035142	37.390296	-121.896105
b'Mightyfist Taekwon-Do'	100401179377140158660	37.306683	-122.03205
b'Comfort Inn Sunnyvale'	108600266903481852777	37.352939	-122.00331100000001
"b""Mountain Mike's Pizza"""	110319862888995982624	37.255896	-121.89697
b'Ross Dress For Less'	117295185092578152660	37.429623	-121.919201
b'In Health Clinic'	104074611837609263772	37.24856	-121.955703
"b""Izzy's Brooklyn Bagels"""	112524736701274076785	37.466432	-122.14121399999999
b'Ramen Taka'	111167407220681314069	37.344415999999995	-121.93254099999999
b'SAP Center'	111848062479842748046	37.332799	-121.90121
b'Lulutrip, Inc.'	106620430334777521536	37.382208	-121.97446000000001
b'Robbies Automotive Service and Repair'	108007420305771036076	37.321391999999996	-121.911074
"b""Togo's"""	110685339485886363092	37.3748	-122.057998
"b""Mc Donald's"""	109811953882112968204	37.323546	-121.969026
b'Panda Express'	108770900515026387506	37.340565999999995	-121.906502
b'Advantage Graphics'	107592446843883879473	37.416158	-122.07458899999999
b'Cafe Campbell'	100927171507192481584	37.286921	-121.943764
b'Lucy House of Style'	113290569198114981621	37.289429999999996	-122.032795
b'Jackson Hewitt Inc'	117501828048078959932	37.427240000000005	-121.906543
b'Atlantic Aviation'	101371197420240863962	37.355765000000005	-121.93009199999999
b'Nothing Bundt Cakes'	112619494289476378922	37.292346	-121.913371
b'Marra Brothers Distributing'	117256724543367154897	37.199386	-121.72146000000001
b'Raynor Park'	105754014960431074344	37.343728999999996	-122.00595600000001
"b""Los Altos Farmers' Market"""	118379307444460232787	37.379171	-122.117375
