typeId,retypes,categories_lists,retypes
40,0,"['Takeout Restaurant', 'Pizza Delivery', 'Pizza Restaurant', 'Chicken Restaurant', 'Caterer', 'Italian Restaurant', 'Pizza Takeout', 'Vegan Restaurant']",0
43,0,"['Fast Food Restaurant', 'Chicken Restaurant', 'American Restaurant', 'Takeout Restaurant', 'Breakfast Restaurant', 'Chinese Restaurant', 'Cheesesteak Restaurant', 'Restaurant', 'Catering', 'Japanese Restaurant', 'Steak House', 'Salad Shop', 'Restaurant or Cafe', 'Middle Eastern Restaurant', 'Grill Store', 'Hot Dog Stand', 'Barbecue Restaurant', 'Bar', 'Diner', 'Dessert Shop', 'Dessert Restaurant', 'European Restaurant']",0
44,0,"['Vietnamese Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",0
45,0,"['Mediterranean Restaurant', 'Middle Eastern Restaurant', 'European Restaurant', 'Persian Restaurant', 'Greek Restaurant', 'Sandwich Shop', 'Turkish Restaurant', 'Israeli Restaurant', 'American Restaurant', 'Cafe', 'Bar & Grill', 'Bar', 'Coffee Shop', 'Conference Center', 'Delivery Restaurant', 'Banquet Hall', 'Fast Food Restaurant', 'Cocktail Bar', 'Caterer', 'Lebanese Restaurant', 'Box Lunch Supplier', 'Bistro', 'Restaurant', 'Salad Shop', 'Wine Bar']",0
46,0,"['Seafood Restaurant', 'Restaurant', 'Sushi Restaurant', 'Asian Restaurant', 'Seafood Market', 'American Restaurant', 'Banquet Hall', 'Steak House', 'Chinese Restaurant', 'Fish & Chips Restaurant', 'Vegetarian Restaurant', 'Bar', 'Bar & Grill', 'Family Restaurant', 'Cafe', 'Takeout Restaurant', 'Taiwanese Restaurant', 'South American Restaurant', 'Barbecue Restaurant', 'Cajun Restaurant', 'Fast Food Restaurant', 'Oyster Bar Restaurant', 'Lobster Restaurant', 'Food Store', 'Fondue Restaurant', 'Chicken Restaurant', 'Dim Sum Restaurant', 'Fish and Seafood Restaurant']",0
57,0,"['Asian Restaurant', 'Thai Restaurant', 'Southeast Asian Restaurant']",0
61,0,"['Korean Restaurant', 'Korean Barbecue Restaurant', 'Restaurant', 'Asian Fusion Restaurant', 'Asian Restaurant', 'Chicken Restaurant', 'Seafood Restaurant']",0
67,0,"['European Restaurant', 'Pizza Restaurant', 'Irish Pub', 'Spanish Restaurant', 'German Restaurant', 'Restaurant', 'Pizza Takeout', 'Pasta Shop', 'Swiss Restaurant', 'Sandwich Shop', 'Pub', 'American Restaurant', 'Middle Eastern Restaurant', 'Asian Restaurant', 'Gourmet Grocery Store', 'Fondue Restaurant', 'Fast Food Restaurant', 'Catering', 'Bar & Grill', 'Banquet Hall', 'Takeout Restaurant']",0
69,0,"['Bar & Grill', 'American Restaurant', 'Sports Bar', 'Steak House', 'Karaoke Bar', 'Pub', 'European Restaurant', 'Latin American Restaurant', 'Night Club', 'New American Restaurant', 'Middle Eastern Restaurant', 'Lounge', 'Lodge', 'Irish Restaurant', 'Asian Restaurant', 'Hamburger Restaurant', 'Gastropub', 'Fine Dining Restaurant', 'Fast Food Restaurant', 'Dessert Restaurant', 'Californian Restaurant', 'Cafe', 'Brewpub', 'Turkish Restaurant']",0
74,0,"['Delivery Restaurant', 'Catering', 'Chinese Restaurant', 'Pizza Restaurant', 'Takeout Restaurant', 'American Restaurant', 'Caterer', 'Coffee Shop', 'European Restaurant', 'Grocery Store', 'Latin American Restaurant', 'Pizza Delivery']",0
81,0,"['Mexican Restaurant', 'Bar', 'Family Restaurant']",0
93,0,"['American Restaurant', 'Breakfast Restaurant', 'Diner', 'Hamburger Restaurant', 'Family Restaurant', 'Bar', 'Barbecue Restaurant', 'Steak House', 'Californian Restaurant', 'European Restaurant', 'Chicken Restaurant', 'Brewery', 'Buffet Restaurant', 'Pub', 'Sandwich Shop', 'Bistro', 'Brewpub', 'Takeout Restaurant', 'Brunch Restaurant', 'Fine Dining Restaurant', 'Asian Restaurant', 'New American Restaurant', 'Night Club', 'Pizza Restaurant', 'Southern Restaurant (US)', 'South American Restaurant', 'Spanish Restaurant', 'Soup Restaurant', 'Vegan Restaurant', 'Soup Kitchen', 'Soul Food Restaurant', 'Sports Bar', 'Fondue Restaurant', 'Live Music Venue', 'Latin American Restaurant', 'Italian Restaurant', 'Hawaiian Restaurant', 'French Restaurant', 'Continental Restaurant', 'Coffee Shop', 'Catering', 'Caterer', 'Cajun Restaurant', 'Bowling Alley', 'Beverages', 'Vegetarian Restaurant']",0
95,0,"['Sandwich Shop', 'Deli', 'Restaurant', 'Cafe', 'Salad Shop', 'Caterer', 'Bakery', 'Italian Restaurant', 'American Restaurant', 'Manufacturing, Mining...', 'Mexican Restaurant', 'Mediterranean Restaurant', 'German Restaurant', 'Juice Shop', 'European Restaurant', 'Coffee Shop', 'Brunch Restaurant', 'Breakfast Restaurant', 'Bar', 'Vietnamese Restaurant']",0
116,0,"['Barbecue Restaurant', 'Korean Restaurant', 'Korean Barbecue Restaurant', 'Buffet Restaurant', 'Pan-Asian Restaurant', 'Restaurant']",0
124,0,"['American Restaurant', 'Restaurant', 'Fast Food Restaurant', 'Chicken Restaurant', 'Bar & Grill', 'Bar', 'Asian Restaurant', 'Bistro', 'Breakfast Restaurant', 'Brewery', 'Diner', 'Mediterranean Restaurant', 'Takeout Restaurant']",0
126,0,"['Asian Restaurant', 'Japanese Restaurant', 'Seafood Restaurant']",0
131,0,"['Indian Restaurant', 'Vegetarian Restaurant', 'Pakistani Restaurant', 'Banquet Hall', 'Bar', 'Buffet Restaurant', 'Caterer', 'Catering', 'Deli', 'Event Venue', 'Nepalese Restaurant', 'Portuguese Restaurant', 'Sandwich Shop', 'South Asian Restaurant', 'Takeout Restaurant']",0
136,0,"['French Restaurant', 'Cafe', 'Caterer', 'Restaurant', 'Family Restaurant', 'Bistro', 'Breakfast Restaurant', 'Brunch Restaurant', 'Fine Dining Restaurant', 'Live Music Venue', 'Sandwich Shop', 'Northern Italian Restaurant', 'Modern French Restaurant', 'Banquet Hall', 'Italian Restaurant', 'Bar', 'Deli', 'Continental Restaurant', 'Swiss Restaurant']",0
144,0,"['Cafe', 'American Restaurant', 'Fast Food Restaurant', 'Bagel Shop', 'Dessert Shop', 'Bistro', 'Vegetarian Restaurant', 'Cookie Shop', 'Latin American Restaurant', 'Brunch Restaurant', 'Vegan Restaurant', 'University', 'South American Restaurant', 'Salad Shop', 'Restaurant', 'Lebanese Restaurant', 'Internet Cafe', 'Health Food Restaurant', 'Family Restaurant', 'Breakfast Restaurant', 'European Restaurant', 'Book Store', 'Cr̻perie', 'Corporate Campus', 'Community Center', 'Club', 'Catering', 'Caterer', 'Cajun Restaurant', 'Wedding Bakery']",0
155,0,"['Fast Food Restaurant', 'Hamburger Restaurant', 'Restaurant']",0
161,0,"['Italian Restaurant', 'European Restaurant', 'Restaurant', 'Catering', 'Bar', 'Caterer', 'Pasta Shop', 'Takeout Restaurant', 'Wine Bar', 'Banquet Hall', 'Cafe', 'Northern Italian Restaurant', 'Video Arcade', 'Restaurant or Cafe', 'Bar & Grill', 'Pub', 'Bistro', 'Mediterranean Restaurant', 'Chicken Wings Restaurant', 'Latin American Restaurant', 'Brunch Restaurant', 'Fast Food Restaurant', 'Bakery', 'Entertainment', 'Deli', 'American Restaurant']",0
170,0,"['Fast Food Restaurant', 'Deli', 'Restaurant', 'Latin American Restaurant', 'Catering']",0
176,0,"['American Restaurant', 'Seafood Restaurant', 'Steak House']",0
179,0,"['Pizza Restaurant', 'Pizza Takeout', 'Pizza Delivery', 'Bar', 'Sports Bar', 'American Restaurant', 'Breakfast Restaurant', 'Brunch Restaurant', 'Caterer', 'Catering', 'Gluten-Free Restaurant', 'New American Restaurant', 'Small Plates Restaurant']",0
181,0,"['East African Restaurant', 'African Restaurant', 'Ethiopian Restaurant', 'Restaurant']",0
184,0,"['Asian Restaurant', 'Chinese Restaurant', 'Restaurant']",0
188,0,"['Barbecue Restaurant', 'Fast Food Restaurant', 'Sandwich Shop', 'Soul Food Restaurant', 'Asian Restaurant', 'Bar', 'Breakfast Restaurant', 'Buffet Restaurant', 'European Restaurant', 'Family Restaurant', 'Filipino Restaurant', 'Food Delivery', 'Hamburger Restaurant', 'Pizza Delivery', 'Ramen Restaurant']",0
194,0,"['European Restaurant', 'Greek Restaurant', 'Mediterranean Restaurant']",0
198,0,"['Chicken Wings Restaurant', 'Chicken Restaurant', 'American Restaurant', 'Fast Food Restaurant']",0
17,1,"['Store', 'Coffee Shop', 'Adult Education School', 'Entertainment', 'Restaurant', 'RV Repair Shop', 'Middle Eastern Restaurant', 'Manufacturing, Mining...', 'Health', 'Farm Equipment Supplier', 'Construction', 'Beauty', 'Computer Training School', 'Computer Consultant', 'Caterer', 'Cafe', 'Blood Donation Center', 'Bicycle Repair Shop', 'Website Designer']",1
23,1,"['Computer Store', 'Electronics Store', 'Cell Phone Store', 'Computer Consultant', 'Computer Repair Service', 'Department Store', 'Machine Shop']",1
49,1,"['Cell Phone Store', 'Telephone Company', 'Computer Repair Service', 'Telecommunications Service...', 'Internet Service Provider', 'Commercial Printer', 'Computer Support and Services', 'Data Recovery Service', 'Korean Grocery Store', 'Korean Restaurant', 'Repairs', 'Sign Shop', 'Used Computer Store']",1
101,1,"['Video Game Store', 'Computer Store', 'Cell Phone Store', 'Computer Software Store', 'DVD Store', 'Hobby Shop', 'Used CD Store']",1
169,1,"['Cell Phone Store', 'Electronics Store', 'Telecommunications Service...', 'Computer Repair Service', 'Electronics Repair Shop', 'Telephone Company', 'Book Store', 'Electronics', 'Manufacturer']",1
189,1,"['Computer Repair Service', 'Computer Consultant', 'Computer Store', 'Used Computer Store', 'Computer Security Service', 'Data Recovery Service', 'Computer Support and Services', 'Electronics Repair Shop', 'Website Designer', 'Bicycle Repair Shop', 'Computer Software Store', 'Computer Training School', 'Photographer', 'Repairs']",1
34,2,"['Shoe Store', 'Clothing Store', 'Sportswear Store', 'Sporting Goods Store', 'Baby Store', ""Men's Clothing Store"", 'Watch Store', ""Women's Clothing Store""]",2
37,2,"['Clothing Store', ""Men's Clothing Store"", 'Outlet Store', ""Women's Clothing Store"", ""Children's Clothing Store"", 'Fashion Accessories Store', 'Sportswear Store', 'Baby Clothing Store', 'E-commerce Service', 'Feed Store', 'Gift Shop', 'Leather Goods Store', 'Maternity Store', 'Pet Supply Store', 'Sporting Goods Store', 'Sunglasses Store']",2
56,2,"[""Women's Clothing Store"", 'Shoe Store', 'Fashion Accessories Store', 'Boutique', 'Leather Goods Store', ""Men's Clothing Store"", 'Cosmetics Store', 'Department Store', 'Dress Shop', 'Formal Wear Store', 'Outlet Store', 'Sportswear Store']",2
64,2,"['Dry Cleaner', 'Clothing Alteration Service', 'Leather Cleaning Service', 'Tailor', 'Laundromat', 'Bridal Shop', 'Leather Repair Service']",2
104,2,"[""Men's Clothing Store"", ""Women's Clothing Store"", 'Clothing Store', ""Children's Clothing Store"", 'Department Store', 'Fashion Accessories Store', 'Boutique']",2
115,2,"['Art Gallery', 'Art Center', 'Book Store', 'Music Store', 'Welder', 'Tattoo Shop', 'School', 'Performing Arts Theater', 'Oriental Goods Store', 'Non-Profit Organization', 'Lighting Store', 'Metal Fabricator', 'Jeweler', 'Community Center', 'Clothing Store', 'Body Piercing Shop', 'Artist', 'Art School', ""Women's Clothing Store""]",2
130,2,"['Shoe Store', ""Children's Clothing Store"", 'Department Store', 'Army & Navy Store', 'Lingerie Store', ""Men's Clothing Store"", 'Orthopedic Shoe Store', 'Running Store', 'Skateboard Shop', 'Stores and Shopping', 'Surplus Store']",2
143,2,"['Shopping Mall', 'Cars', 'Outlet Mall', 'Plaza', ""Women's Clothing Store""]",2
180,2,"[""Men's Clothing Store"", 'Clothing Alteration Service', 'Boutique', ""Children's Clothing Store"", 'Costume Store', 'Fabric Store', 'Maternity Store', 'Skate Shop', 'Sunglasses Store', 'Tailor', 'Tuxedo Shop', 'Used Clothing Store', 'Vintage Clothing Store']",2
15,3,"['Public School', 'Elementary School', 'Middle School', 'After School Program', 'Education - Junior High...', 'School']",3
19,3,"['Preschool', 'Child Care Agency', 'Elementary School', 'Kindergarten', 'Community Center', 'Health Club', 'Language School', 'Middle School', 'Montessori School', 'Religious School', 'Tutoring Service', 'United Methodist Church', 'Wedding Chapel']",3
86,3,"['Elementary School', 'Kindergarten', 'Public School', 'Middle School', 'Playground', 'Preschool']",3
91,3,"['Day Care Center', 'Preschool', 'Child Care Agency', 'Kindergarten', 'After School Program', 'Non-Profit Organization', 'Religious Organization', 'Religious School', 'Tutoring Service']",3
97,3,"['High School', 'Public School', 'Private School', 'Catholic School', 'Middle School', 'Preparatory School', 'Special Education School']",3
113,3,"['High School', 'School']",3
142,3,"['Baptist Church', 'Bible Church', 'Church', 'Private School', 'Religious School']",3
145,3,"['Kindergarten', 'Public School']",3
152,3,"['Martial Arts School', 'Karate School', 'After School Program', 'Health and Beauty', 'Kung Fu School', 'Personal Trainer', 'Physical Fitness Program', 'Sporting Goods Store', 'Tutoring Service']",3
156,3,"['Karate School', 'Self Defense School', 'Physical Fitness Program', 'After School Program', 'Dance School', 'Gymnastics Center']",3
172,3,"['Private School', 'Elementary School', 'Preschool', 'Kindergarten', 'Language School', 'Montessori School', 'College', 'Middle School', 'Religious School', 'University']",3
185,3,"['School', 'Elementary School', 'Athletic Field', 'Charter School', 'Culinary School', 'Recreation Center', 'School District', 'Surf Shop', 'Swim Club', 'Tutoring Service', 'University']",3
12,4,"['Auto Repair Shop', 'Smog Inspection Station', 'Auto Tune Up Service', 'Car Inspection Station', 'Gas Station', 'Oil Change Service']",4
28,4,"['Convenience Store', 'Service Station', 'Gas Station', 'ATM Location', 'Auto Repair Shop', 'Car Wash']",4
50,4,"['Car Wash', 'Car Detailing Service', 'Gas Station', 'Gift Shop', 'Service Station', 'Convenience Store', 'Self Service Car Wash', 'Auto Body Shop', 'Car Repair and Maintenance', 'Window Tinting Service']",4
103,4,"['Service Station', 'Gas Station', 'Brake Shop', 'Transmission Shop', 'Car Wash', 'Diesel Fuel Supplier', 'General Contractor', 'Smog Inspection Station']",4
141,4,"['Smog Inspection Station', 'Car Inspection Station', 'Auto Tune Up Service', 'Air Conditioning Repair...', 'Auto Electrical Service', 'Auto Radiator Repair Service', 'Auto Restoration Service', 'Gas Station', 'RV Repair Shop', 'Tire Shop', 'Towing Service', 'Transportation Infrastructure']",4
154,4,"['Gas Station', 'ATM Location', 'Brake Shop', 'Mechanic', 'Self Service Car Wash']",4
196,4,"['ATM Location', 'Service Station', 'Gas Station', 'Car Wash']",4
48,5,"['Auto Parts Store', 'Auto Repair Shop', 'Used Car Dealer', 'Auto Body Shop', 'Volkswagen Dealer', 'Car Dealer', 'Audi Dealer', 'Honda Dealer', 'Trailer Hitch Supplier', 'Acura Dealer', 'Subaru Dealer', 'Oil Change Service', 'Propane Supplier', 'Trailer Repair Shop', 'Trailer Dealer', 'Mitsubishi Dealer', 'Truck Accessories Store', 'Used Truck Dealer', 'Volvo Dealer', 'Muffler Shop', 'Kia Dealer', 'Mechanic', 'Mazda Dealer', 'Junkyard', 'Ford Dealer', 'Chevrolet Dealer', 'Car Service', 'Camper Shell Supplier', 'BMW Dealer', 'Auto Tune Up Service', 'Auto Radiator Repair Service', 'Auto Machine Shop', 'Auto Electrical Service', 'Wheel Alignment Service']",5
73,5,"['Truck Rental Agency', 'Trailer Rental Service', 'Moving Supply Store', 'Propane Supplier', 'Mover', 'Packaging Supply Store', 'Trailer Dealer', 'Trucking Company', 'Trucking School', 'Used Truck Dealer']",5
118,5,"['Jeweler', 'Coin Dealer', 'Jewelry Designer', 'Watch Repair Service', 'Watch Store', 'Diamond Dealer', 'Jewelry Buyer', 'Jewelry Repair Service', 'Loan Agency', 'Pawn Shop', ""Women's Clothing Store""]",5
132,5,"['Motorcycle Repair Shop', 'Motorcycle Parts Store', 'ATV Repair Shop', 'Harley-Davidson Dealer', 'Moped Dealer', 'Motorcycle Shop', 'Motorsports Store']",5
168,5,"['Toyota Dealer', 'Used Car Dealer', 'Auto Parts Store', 'Auto Body Shop']",5
1,6,"['Beauty Salon', 'Cosmetics Store', 'Day Spa', 'Barber Shop', 'Skin Care Clinic', 'Hair Care', 'Wig Shop', ""Children's Clothing Store"", 'Reflexologist', 'Wedding Store', 'Waxing Hair Removal Service', 'Store', 'Spa', 'Beauty Supply Store', 'Religious Goods Store', 'Portrait Studio', 'Casino', 'Nail Salon', 'Massage Therapist', 'Body Piercing Shop', 'Cancer Treatment Center', 'Facial Spa', 'Car Detailing Service', 'Massage']",6
31,6,"['Nail Salon', 'Hair Salon', 'Waxing Hair Removal Service', 'Facial Spa', 'Spa', 'Barber Shop', 'Hair Removal Service', 'Beauty School', 'Day Spa', 'Massage', 'Massage Therapist']",6
33,6,"['Barber Shop', 'Hair Salon', 'Barber Supply Store', 'Beauty Supply Store', 'Sandwich Shop', 'Shopping Mall', 'Supermarket', 'Waxing Hair Removal Service']",6
65,6,"['Massage Therapist', 'Day Spa', 'Facial Spa', 'Reflexologist', 'Acupuncture Clinic', 'Skin Care Clinic', 'Sports Massage Therapist', 'Waxing Hair Removal Service', 'Wellness Program', 'Medical Center', 'Spa']",6
72,6,"['Hair Salon', 'Beauty Salon', 'Barber Shop', 'Facial Spa', 'Waxing Hair Removal Service', 'Beauty School', 'Body Piercing Shop', 'Ear Piercing Service', 'Hair Removal Service', 'Make-up Artist', 'Massage Therapist', 'Skin Care Clinic', 'Tanning Salon']",6
171,6,"['Day Spa', 'Facial Spa', 'Massage', 'Asian Massage Therapist', 'Hair Salon', 'Health Club', 'Hot Tub Store', 'Laser Hair Removal Service', 'Medical Spa', 'Reflexologist', 'Spa', 'Sports Massage Therapist']",6
8,7,"['American Restaurant', 'Bakery', 'Deli', 'Cafe', 'Coffee Shop', 'Takeout Restaurant']",7
38,7,"['Coffee Shop', 'Espresso Bar', 'Cafe', 'Live Music Venue', 'Juice Shop', 'Breakfast Restaurant', 'Tea Store', 'Sandwich Shop', 'Restaurant', 'Pizza Restaurant', 'Middle Eastern Restaurant', 'Ice Cream Shop', 'Internet Cafe', 'Frozen Yogurt Shop', 'Fast Food Restaurant', 'Coffee Store', 'Chocolate Shop', 'Caterer', 'Wi-Fi Spot']",7
127,7,"['Restaurants', 'Cafe']",7
158,7,"['Bagel Shop', 'Catering', 'Sandwich Shop', 'American Restaurant', 'Dessert Shop', 'Espresso Bar', 'Fast Food Restaurant']",7
175,7,"['Frozen Yogurt Shop', 'Dessert Shop', 'Cafe', 'Dessert Restaurant', 'Food Products Supplier', 'Ice Cream Shop', 'Produce Market', 'Restaurant or Cafe']",7
187,7,"['Dessert Shop', 'Frozen Yogurt Shop', 'Ice Cream Shop']",7
199,7,"['Bakery', 'Cafe', 'Deli', 'Fast Food Restaurant', 'German Restaurant', 'Ice Cream Shop', 'Sandwich Shop']",7
21,8,"['Dentist', 'Cosmetic Dentist', 'Pediatric Dentist', 'Emergency Dental Service', 'Dental Clinic', 'Dental Implants Periodontist', 'Endodontist', 'Medical Center', 'Non-Profit Organization', 'Oral Surgeon', 'Teeth Whitening Service']",8
26,8,"['Dental Clinic', 'Cosmetic Dentist', 'Orthodontist', 'Pediatric Dentist', 'Dentist', 'Emergency Dental Service', 'Oral Surgeon', 'Dental Lab', 'Denture Care Center', 'Medical Center', 'Teeth Whitening Service']",8
42,8,"['Dental Implants Periodontist', 'Cosmetic Dentist', 'Dental Clinic', 'Orthodontist', 'Teeth Whitening Service', 'Emergency Dental Service', 'Anesthesiologist', 'Dentist', 'Oral Surgeon', 'Pediatric Dentist']",8
107,8,"['Cosmetic Dentist', 'Emergency Dental Service', 'Dental Clinic', 'Pediatric Dentist', 'Orthodontist', 'Denture Care Center', 'Endodontist', 'Teeth Whitening Service', 'Walk-In Clinic']",8
13,9,"['Park', 'Nature Preserve', 'Tennis Court', 'Playground', 'Natural Feature', 'Non-Profit Organization', 'Sports Complex', 'Recreation Center', 'Ranch', 'Public Swimming Pool', 'Picnic Ground', 'Off Roading Area', 'Amusement Park', 'Banquet Hall', 'Museum', 'Local Government Office', 'Golf Club', 'Community Center', 'City Government Office', 'Charity', 'Campground', 'Bird Watching Area', 'Zoo']",9
105,9,"['Public Library', 'Book Store', 'Community Center', 'Government Office', 'Wi-Fi Spot']",9
163,9,"['Golf Club', 'Golf Driving Range', 'Public Golf Course', 'Golf Shop', 'Banquet Hall', 'Golf Course', 'Golf Instructor', 'Country Club', 'Event Venue', 'Golf Resort', 'Park', 'Private Golf Course']",9
75,10,"['Car Rental Agency', 'Truck Rental Agency', 'Airport Shuttle Service', 'Limousine Service', 'Timeshare Agency']",10
133,10,"['Auto Insurance Agency', 'Home Insurance Agency', 'Life Insurance Agency', 'Insurance Agency', 'Tours']",10
153,10,"['Insurance Agency', 'Bank', 'Cars', 'Department of Motor Vehicles', 'Life Insurance Agency', 'Motorcycle Insurance Agency', 'Notary Public', 'Title Company']",10
35,11,"['Bicycle Shop', 'Bicycle Repair Shop', 'Entertainment and Recreation', 'Bicycle Rental Service', 'Gym', 'Coffee Shop', 'Outdoor Sports Store', 'Personal Trainer', 'Physical Therapist', 'Sporting Goods Store']",11
39,11,"['Health Club', 'Physical Fitness Program', 'Personal Trainer', 'Tennis Club', 'Boxing Gym', 'Sports Club', 'Self Defense School', 'Pilates Studio', 'Swimming Pool', 'Swim Club', 'Sports Complex', 'Spa', 'Aerobics Instructor', 'Baseball Club', 'Muay Thai Boxing Gym', 'Kickboxing School', 'Gymnastics Center', 'Dance School', 'Company', 'Batting Cage Center', 'Weight Loss Service']",11
63,11,"['Non-Profit Organization', 'Social Services Organization', 'Art Museum', 'Gym', 'Community Center', 'Child Care Agency', 'Non-Denominational Church', 'Banquet Hall', 'Youth Organization', 'Mosque', 'Needlework Shop', 'Religious Organization', 'Nursery School', 'Medical Center', 'Police Academy', 'Preschool', 'Racquetball Club', 'Railroad Company', 'Amusement Park Ride', 'Research Foundation', 'Senior Citizen Center', 'Laboratory', 'Soup Kitchen', 'Spa Resort', 'Sports', 'Sports Activity Location', 'Swim Club', 'Swimming Instructor', 'Tennis Club', 'Veterans Organization', 'Library', 'Historical Society', 'Kindergarten', 'Homeless Shelter', 'Auditorium', 'Ballet School', 'Biotechnology Company', 'Blood Donation Center', 'Business Center', 'Camp', 'Charity', 'Charter School', 'Christian Church', 'Country Club', 'Dance Company', 'Electric Vehicle Charging...', 'Environmental Consultant', 'Family Service Center', 'Farm', 'Flight School', 'Food Bank', 'Food Store', 'Foundation', 'Gift Shop', 'Glass Blower', 'Hindu Temple', 'Art Gallery', 'Youth Social Services...']",11
102,11,"['Yoga Studio', 'Meditation Instructor', 'Gym', 'Personal Trainer', 'Pilates Studio', 'Retreat Center', 'Rock Climbing Gym', 'Store', 'Tai Chi School', 'Wellness Program']",11
183,11,"['Gym', 'Physical Fitness Program', 'Personal Trainer', 'Health Club', 'Recreation Center', 'Kickboxing School', 'Sports Club', 'Badminton Court', 'Weight Loss Service', 'Jujitsu School', 'Gymnastics Center', 'Community Center', 'Club', 'Pilates Studio', 'Professional Services', 'Camp', 'Sporting Goods Store', 'Boxing Gym', 'Sports Massage Therapist', 'Amusement Park']",11
