gPlusUserId,currentPlace
100321501961138199853,"San Jose, CA"
100325999552787218905,"Sunnyvale, CA"
100336289873712692678,Saratoga Springs
100338061906674581583,Sunnyvale
100342053567370325858,"Mountain View, CA"
100343533098589263993,"Saratoga Springs, UT"
100345649534989535814,"Fort Campbell, KY"
100360546518857835207,Sunnyvale
100364774576371991691,"Mountain View, CA"
100365059611069751693,"San Jose, CA"
100373084471642781968,San Jose
100373377358025386370,"Palo Alto, CA"
100375485455721630300,"San Jose, CA"
100382975785238349161,"San Jose, CA"
100416725736656744988,"Sunnyvale, CA"
100422138690900688683,"San Jose, CA"
100433426906137374014,"San Jose, CA."
100435257058383719270,San Jose
100438216083628066239,"Santa Clara, CA"
100439596227271073079,Mountain View
100443911806118334980,"San Jose, CA"
100447688421667933596,San Jose
100451483231121698580,"Campbell, CA"
100457503288220355690,San Jose CA
100459615849581001992,"Santa Clara, CA 95054, United States"
100460380936678140344,"Campbell, CA"
100460423027501413234,"Palo Alto, CA"
100460763424732665678,"San Jose, CA"
100468471941650253462,"Saratoga, CA"
100481154428131733498,"San Jose, CA, United States"
100483051678383981460,San Jose CA
100487162812806968590,"Mountain View, CA"
100492568589262300758,"San Jose, CA"
100495903232833729967,"San Antonio de Los Altos, Miranda, Venezuela"
100499252903170472938,"San Jose,CA"
100512490012949755266,"Saratoga, CA"
100522569137267582352,"San Jose, CA"
100525684445234857383,"San Jose, CA"
100527225188442237326,"San Jose, California"
100531304702028472124,San Jose
100541050259318359702,San Jose
100544107049960609671,Mountain View
100555162448603417026,"San Jose, CA"
100556109458489793604,"Mountain View, CA"
100562194410547667298,"Sunnyvale, CA"
100563310144689081954,"San Jose, CA"
100565761572810776859,"Mountain View, CA"
100574757824961929377,San Jose
100576040423234860517,San Jose
100576465354628857568,San Jose California USA
100576930831947255705,"Santa Clara, California"
100579369002544510261,"San Jose, CA"
100602905092207942959,"San Jose, Costa Rica"
100613968095050557718,Palo Alto
100615317219396734577,San Jose
100617791877490362344,Sunnyvale Ca
100622204130464429420,"Santa Clara, CA"
100622219445576024688,Palo Alto CA
100624621749067915516,San Jose
100629894577962791809,Campbell California
100636269166532062989,"Mountain View, California"
100638505113491107981,San Jose Ca
100641666612325684197,"San Jose, CA"
100642430994138591558,"San Jose, CA"
100646294119400809772,"Campbell, California"
100654007362564253163,"Santa Clara, CA 95050, United States"
100660886041638946246,"San Jose, California"
100663275192379628154,"Santa Clara, CA"
100665489732626156511,"San Jose, Costa Rica"
100669082481052085209,"Campbell, CA"
100669826643515036642,San Jose
100676000506562741083,"Campbell River, BC, Canada"
100678883336375455092,"San Jose, CA"
100683030190943371917,"San Jose, CA"
100686869166134464604,Campbell CA. USA
100690882539698151181,"San Jose,California"
100692832259737624948,"Los Altos, CA 94022, United States"
100699042304761823012,"Santa Clara, CA 95050, United States"
100709727941529348748,"San Antonio de Los Altos, Edo. Miranda."
100714459718715098129,"Sunnyvale, CA"
100717246976838782024,"Sunnyvale, Ca"
100719110432513315785,"Mountain View, CA"
100721815547041830268,"San Jose, CA"
100734779090748080566,"San Jose, Costa Rica"
100737853824054469536,Mountain View CA
100742269042336874742,"San Jose, CA"
100746743131720523252,"Mountain View, CA"
100748389800612779857,"Campbell, CA"
100755968308575364402,"Mountain View, CA"
100763374235741941608,Palo Alto
100763410003608743472,"San Jose, CA"
100766231441394096930,"San Jose, California"
100766808532785358158,"Santa Clara, CA 95050"
100776814102707986800,Los Gatos
100782171192921782842,"Mountain View, CA"
100783223857398964492,"Cupertino, CA"
100792441386120625837,"San Jose, CA"
100795653580605341905,"Palo Alto, CA"
100796659305737372739,"Palo Alto, CA"
100797558143087795108,"Saratoga Springs, Utah"
100801499324699966020,Palo Alto CA
100802163000523417143,San Jose
100811946006755228734,"San Jose, CA"
100814470728011512096,"San Jose, Ca 95110"
100815717686660266308,San Jose California
100817766199767691735,"Sunnyvale, CA"
100832763928941650470,"Palo Alto, CA"
100838737803632558293,"Saratoga Springs, UT"
100843174514302481705,San Jose
100845500681414841470,"San Jose, CA"
100846721213714155501,"Santa Clara, CA"
100855384551241564970,"Mountain View, CA"
100858507582518711775,"San Jose, CA"
100869091686363289199,Mountain View
100874345134478775231,"Mountain View, CA"
100891051280234834126,Sunnyvale ca
100891058056512612595,San Jose
100892980623524891334,"Sunnyvale, CA"
100904827127586172068,San Jose California
100905761674513905557,"Mountain View, CA"
100906008278456962370,"Cupertino, CA"
100912212839252823085,"Santa Clara, CA. USA"
100913499463646702778,San Jose
100919407177241631096,"San Jose, CA"
100920393637952449481,"Willow Glen - San Jose, CA"
100929543184324446980,San Jose
100931628916218898240,Santa Clara Ca
100935525583217640526,"Palo Alto, CA"
100935669209635784328,"Cupertino, CA"
100941020755271758197,"San Jose, CA"
100942946732546040885,Santa Clara
100945530141203793251,"San Jose, CA"
100952441119091106180,"Mountain View, California"
100955110872689952662,"San Jose, Costa Rica"
100961296163580375722,Santa Clara
100964646024178129388,"Santa Clara, CA"
100965424467869132062,"San Jose, CA"
100968286804494861008,"Saratoga Springs, UT"
100969359097910837817,"San Jose, CA"
100979963411553145507,Santa Clara
100981388284358828816,"Mountain View, CA"
100987802935542483837,"Sunnyvale, TX 75182"
100989005095373178384,"Saratoga Springs, NY"
100992263592576743899,"San Jose, CA"
100996034311948500693,"Mountain View, CA"
100996042448540609823,Sunnyvale
100998013906995176000,"Fort Campbell, Kentucky"
101004758796102367719,San Jose
101009437269154816975,"Palo Alto, CA"
101018161532789979317,"Santa Clara, California"
101018557839098613618,"Sunnyvale, CA USA"
101025731921407612942,"Mountain View, CA"
101030115344761746161,"San Jose, CA"
101030643704612054804,"Mountain View, CA"
101032613017865088539,San Jose
101037351754015136788,"San Jose, CA"
101043866026956183530,San Jose
101044588441147691072,San Jose
101059587645347048555,Santa Clara County
101061663481225974736,"San Jose, CA"
101062675326533994872,Saratoga(U.S)
101069279369638337429,"Mountain View, CA"
101083772844111125268,"San Jose, CA"
101101773707605669488,"San Jose, Desamparados"
101101919614907272871,Campbell CA
101110209332338013636,"San Jose, CA 95118"
101111330951237415604,"San Jose, CA"
101114412535775356794,"San Jose, CA"
101114690982214184175,"Mountain View, CA"
101119721946511392852,San Jose
101130787133617381154,"San Jose, CA"
101132909266086505193,"Palo Alto, CA"
101137403708447221792,"San Jose, CR"
101137877752321647728,"Mountain View, CA"
101140025812236020452,"San Jose, CA"
101140917159743762968,"Santa Clara, CA"
101144207226978564467,"Willow Glen, San Jose, CA, United States"
101147706118471884534,Palo Alto
101149790069455088279,"Mountain View, CA"
101154375704799463189,"Los Gatos, California"
101158727522671498359,Palo Alto
101159417587770375686,San Jose
101166550264723264761,"Mountain View, California"
101170544804089519054,"Mountain View, California"
101173846438699964118,Los Gatos
101184140247894341459,"San Jose, CA"
101185197562827560686,Cupertino
101199527397927776562,"Mountain View, CA"
101218876614051635823,San Jose
101223662098305200849,"Palo Alto, CA"
101224828652285250835,"Los Altos, CA"
101227145394418920818,"San Jose, California"
101227362226546682158,"San Jose, CA"
101235148853940533940,Morgan Hill
101242295290268150473,"Palo Alto, CA"
101246387263333071454,"Mountain View, CA"
101249335658120600276,"Los Gatos, CA"
101251787826663533437,"Campbell, CA"
101258509127040887142,"Northwood Park, San Jose, CA"
101263326746770793795,"San Jose, CA 95133"
101264851709958821896,San Jose CA
101267330000234624562,"San Jose, CA"
101272653916063274154,"Sunnyvale, CA"
101273128269974442121,Campbell CA
101275086786953607532,San Jose ca
101278409346784709482,Santa Clara
101289614731027065789,"Mountain View, CA"
101291738483018179638,"San Jose, CA"
101296295577802116992,"Mountain View, WY"
101297831598246252608,"San Jose, CA"
101303828075374473426,San Jose
101306069600849844261,"San Jose, CA"
101314437011034226833,San Jose
101316578185075840605,"Morgan Hill, Ca"
101325089112470714353,Mountain View
101331319709158997328,"Campbelltown, NSW, 2560, Australia"
101334686671435632449,"Cupertino, CA"
101344878675578958857,"Mountain View, CA"
101345352381033116572,"Palo Alto, CA"
101351123410533984780,"San Jose, Ca"
101363260745603322896,"Santa Clara, CA"
101364981908730201605,"San Jose, CA"
101375793577386433352,"Saratoga Springs, Ut"
101381364552289643538,"Los Gatos, California"
101388549887339352783,"San Jose, California."
101394990657190874346,"Los Altos, CA"
101404945979636371198,"Los Gatos, CA"
101405395854123273428,"San Jose, CA"
101412577799286792127,"Santa Clara, CA"
101413910070163733438,"Mountain View, CA"
101418155492770700012,"Mountain View, CA"
101421590513982021375,Sunnyvale
101423489640553833870,"Gilroy, CA"
101425524124554121155,"San Jose, California"
101439015981983924557,"Santa Clara, CA"
101439507140299883643,"Mountain View, CA"
101447570370849833794,Sunnyvale
101468640463983799609,"San Jose, CA"
101473098180794812095,"San Jose, CA"
101476957236690990255,Sunnyvale
101498632012687954275,"Saratoga Spring, NY"
101501294230020638079,"Mountain View, CA"
101502323886813287220,"10601 N Campbell St. Kansas City, MO"
101503171018433189315,"Gilroy, CA"
101506779447154178301,"Sarchi Alajuela, San Jose, Costa Rica"
101513206252031905146,Santa Clara California
101532413117299545587,San Jose
101534134104446082666,"Saratoga Springs, NY"
101535386532998573054,Palo Alto
101537356159371545604,San Jose
101539796596325728585,"Mountain View, CA"
101542227347344215465,"San Jose, CA"
101548457965940376344,San Jose
101552176683342030053,Fort Campbell Ky
101552983032879084531,"San Jose,California"
101562339624801585321,"Sunnyvale, CA"
101565427136431573657,"Sunnyvale, CA"
101574591334133709786,"San Jose, CA"
101576774471881249491,"Mountain View, CA"
101577668044498232666,"Campbell, Los Gatos,San Jose, Orangevale, Now in Roseville, CA"
101580695859437902512,"Sunnyvale, CA"
101585505148135071658,"Mountain View, CA"
101587554942028870707,"Sunnyvale, CA"
101587795653601486559,"San Jose, CA 95138"
101587995466043751606,"Palo Alto, CA"
101588805506806020123,"Mountain View, CA"
101589197151249557670,"Santa Clara, CA"
101593735032713179539,San Jose de Carrasco
101601103206841957197,"Santa Clara, CA"
101601199726547114102,"Moravia, San Jose, Costa Rica"
101602362995525864461,"San Jose, CA"
101612097203730237689,"Palo Alto, CA"
101615768204519204567,"1725 Berryessa Rd. Ste. B  San Jose, CA 95133"
101630459119901304999,"San Jose, Califrornia"
101631428573249701842,"San Jose, CA"
101631599863125281042,"San Jose, CA"
101634508187479410737,"Mountain View, CA"
101635547091110345113,"Mountain View, CA"
101643527750352683677,"Palo Alto, CA"
101643787575483352560,"San Jose, Ca USA"
101644941144217550919,San Jose
101654133421414736506,"Mountain View, CA"
101655883364052009342,"San Jose, CA"
101662128919288834356,"San Jose, California"
101669526010612170436,Palo Alto
101671289601408230081,"San Jose, Ca, USA"
101675165574379935649,"Los Gatos, CA"
101685141807923410108,San Jose Ca
101686790412224089996,"Palo Alto, CA"
101692328734849111555,"Sunnyvale ,Ca"
101701576124647463619,"Sunnyvale, CA"
101706796337240296459,"San Jose, California"
101707513950739245625,"Mountain View, CA"
101707567994060240366,En San Jose Villa Nueva
101710378482822789608,Palo Alto
101712066129154651641,Mountain View
101715476209645385196,"2515 Glen Dundee Way, San Jose, CA"
101715783232419109413,"Palo Alto, CA"
101721068121187041582,"Mountain View, CA"
101722116818959280775,Santa Clara
101724311712617000506,"San Jose, CA. USA"
101745013660055644732,"Mountain View, CA"
101760671061487958661,"Sunnyvale, CA"
101761836098360501975,"Sunnyvale, CA"
101771960863265041828,"Mountain View, California, USA"
101775124677676939926,"Sunnyvale, California"
101782628495867622093,"San Jose, CA"
101790530636842186724,"Palo Alto, CA"
101807264807614494951,"Saratoga, CA"
101819387014743437774,"Sunnyvale, CA"
101826426767266587398,"Sunnyvale, CA"
101827439581583019794,"Saratoga, CA"
101831381922269586963,"Los Gatos, CA, United States"
101832021653372982702,"San Jose, CA"
101833007570444828959,"San Jose, CA"
101845537533920341991,"Mountain View, CA"
101849770087303795211,Sunnyvale
101856411143119782189,"Mountain View, CA"
101857918459147955013,"Palo Alto, CA"
101876268525614567475,"Los Gatos, CA"
101876567622724477626,Cupertino
101880983101042867189,"Santa Clara, CA"
101887035656717757661,"San Jose, CA"
101888088652157354149,"Mountain View, CA"
101888488122919673571,"San Jose, CA"
101889210072502015703,Palo Alto
101891414812533472894,San Jose California
101894625624587952198,"San Jose, CA"
101902654707576449053,"San Jose, CA"
101904148261197340180,"Mountain View, CA"
101912023399837867403,"San Jose, CA"
101912470049739212268,San Jose
101912606245831153146,"Los Gatos, CA"
101922533902966159024,"San Jose, CA"
101925652972107747162,"Mountain View, CA"
101932907608280169757,"Palo Alto, California"
101936143408243705319,"San Jose, CA"
101940529244872601609,San Jose
101946853201602031580,"Mountain View, CA"
101950923071295762062,"Mountain View, CA"
101953659294060773040,"San Jose, CA"
101954301592887342839,"Santa Clara, California"
101960119486044744170,"Gilroy, CA 95020, United States"
101964278188299427609,"San Jose, CA, USA"
101966139598668555953,"Mountain View, CA"
101970514537631192165,Sunnyvale
101971062221441256392,"Santa Clara, CA"
101975153326598871119,"Mountain View, CA"
101976378524897103543,"12078 San Jose Boulevard, Jacksonville, FL 32223"
101979215896017144809,"Santa Clara, California"
101980652346151103126,"Saratoga, CA 95070, United States"
102003081092905206075,"Mountain View, California"
102005854183161760827,"San Jose, CA"
102006041696090786322,"San Jose, California"
102008089155038201910,"San Jose, Ca."
102018033315172152674,"San Jose, Costa Rica"
102023273353282673249,San Jose
102029900607470049400,"San Jose, CA"
102034299697705722259,"San Jose, CA"
102041094542153376492,Cupertino
102043690518292143739,Santa Clara
102053381273068034374,"Palo Alto, CA"
102062403890541210408,"San Jose, CA"
102070112870647628906,"Campbell, CA"
102072939298562507805,"San Jose, CA"
102084475383080092476,"Santa Clara, CA"
102084844430305898783,"San Jose, Costa Rica"
102091247470387610526,"San Jose, California"
102093037435587879736,"San Jose, CA"
102095182465369147098,"Mountain View, CA"
102103713241178065389,Mountain View
102106633029414435607,"Mt. Hamilton, San Jose, CA"
102106947464418060084,"Campbell, CA"
102107393060747225570,Mountain View
102108716629651647725,"San Jose, CA"
102109655212008003632,"Morgan Hill, CA"
102126426875745226191,Palo Alto
102129654086939777077,"Mountain View, CA"
102148627622743342372,"Santa Clara,CA"
102150202331787376597,"Mountain View, CA"
102150926254568584415,"Campbell, California"
102156294793798027662,San Jose ca
102168093760447123005,"Santa Clara, Ca"
102171006350761704792,"Sunnyvale, CA"
102179535095737366195,"San Jose, Costa Rica"
102179784972152306968,"Saratoga, NY"
102182008006879142217,Sunnyvale
102187350430033450541,"Sunnyvale, CA 94086"
102191931249934335214,"San Jose, CA, United States"
102195683943669408339,"San Jose, CA"
102201014704458055109,"Mountain View, CA"
102208217932772567930,"Moravia, San Jose, Costa Rica"
102218261127698560609,"San Jose, CA"
102233141423042023539,"Palo Alto, CA"
102243861148042421586,San Jose CA
102244504283739383138,"San Jose, California"
102252946266413226175,"Mountain View, CA"
102252980780561819271,"Mountain View, CA"
102260781077586260639,"Mountain View, CA"
102261196434266531705,"Mountain View, California"
102262902967063864889,"Mountain View, CA, USA"
102263322092818205960,"Santa Clara, CA"
102264628895681656981,"Santa Clara, CA"
102265719388062605115,"San Jose, CA"
102265876885292128306,"Los Altos, CA"
102278042901887911558,"Saratoga, CA"
102287171325943092925,"San Jose, California"
102295008266885469869,"Los Altos, Ca"
102295266762921802339,"San Jose, CA"
102312302790582598288,"Mountain View, CA"
102312962967589884128,"Mountain View, CA"
102317246677142891275,"Palo Alto, CA"
102330991499069989646,Morgan Hill
102334718579063421175,"San Jose, CA"
102337247680696176683,"Mountain View, CA, USA"
102341590493658551134,"San Jose, CA"
102345534186126041144,Mountain View
102350764023934601952,Mountain View
102351114771677804719,"San Jose, CA 95112"
102357109294763057053,"San Jose, CA"
102359498629555093925,"Mountain View, California"
102370784907695711385,"Los Altos, CA"
102372880634617104009,"Mountain View, CA"
102383520607011129373,"San Jose, CA"
102385696201614840807,"Mountain View, CA"
102386116509512968476,"Mountain View, CA"
102388667926230782137,San Jose
102389832966614482011,"Saratoga Springs, UT"
102395534726882462296,Palo Alto
102396270974367734136,Santa Clara
102396425347268813892,"Palo Alto, CA"
102402169683966046141,"San Jose, California"
102403365954382158684,San Jose Ca
102409471693094912741,"San Jose, Ca"
102411240894946254559,San Jose
102413271284583047049,San Jose
102420654211388696572,Mountain View
102422070478999085294,"Cupertino, CA"
102423605672659821792,Sunnyvale
102424220415387602159,Mountain View
102431025294552761076,"Mountain View, CA"
102432650279351051243,"San Jose, CA"
102440978574777816441,"Sunnyvale, California"
102446992231858615209,"Sunnyvale, California, USA"
102451193315916178828,"Mountain View, CA"
102451489867734034367,"Sunnyvale, CA"
102452603552314336305,"Santa Clara, CA"
102454177124454524727,"Santa Clara, California"
102456329861338713880,"Saratoga, CA"
102460012595398747130,"Sunnyvale, CA"
102460761028900882581,San Jose
102467586774827271291,San Jose
102478221306094961740,"Sunnyvale, CA"
102485801299533417832,Palo Alto
102490263070635387189,"San Jose, California"
102499316741761310523,"Cupertino, CA"
102501455893380068509,San Jose
102525019752788102270,"Morgan Hill, CA"
102525570603633418703,"San Jose, CA"
102530860396920854949,"Santa Clara, CA, US"
102531126301059913986,"Palo Alto, CA"
102534878642400782115,"Palo Alto, CA"
102535817591750515402,Mountain View
102538905206519918173,"Mountain View, Ca"
102549337404707035983,"Sunnyvale, CA"
102565788041265981867,"San Jose, CA"
102566199809914836420,Saratoga Springs
102567352470132347261,San Jose
102567821515653966330,"Sunnyvale, CA"
102570108014705788128,"San Jose, ca"
102576454048214954880,Mountain View
102580869952229317490,San Jose
102584429960265292502,"Mountain View, CA"
102587972557825896396,San Jose
102601106068419072663,"Mountain View, CA 94043"
102604143312905944954,Santa Clara
102608540755521098894,"Santa Clara, CA"
102611578558905798768,"Mountain View, CA"
102616661127638011148,"San Jose , CA"
102622379518622774227,"Palo Alto, CA"
102633037393674620951,"Mountain View, CA"
102635553202577655396,"San Jose, CA 95111"
102637870671920753639,"San Jose, Costa Rica"
102648148748642147788,"Mountain View, CA"
102648536675865841964,"San Jose, CA"
102650876960321607813,Los Altos
102651774239387120822,"Cupertino,CA"
102662287832525728128,"San Jose, CA 95125"
102662465838717322484,"Mountain View, CA"
102662895307627441812,"San Jose, CA"
102671565445483374651,Saratoga Springs
102672135095814848929,"Mountain View, CA"
102676419541458075302,"Santa Clara, California"
102679140312752896608,"San Jose, CA"
102686990711164463557,"Saratoga, CA"
102691162710074076711,"San Jose, California"
102701579556987127218,"Sunnyvale, CA 94087"
102702709436702003397,Santa Clara
102705993421669419453,"San Jose, Costa Rica"
102716223490019449211,"Fort Campbell, KY, United States"
102725109790365996602,"Palo Alto, CA"
102726129046547655831,"Palo Alto, California"
102726639982546743803,Mountain View
102730764126661505782,"Palo Alto, CA"
102732008793765383984,San Jose
102737235791955952833,San Jose
102738049288500097815,"Mountain View, CA"
102741353289052467614,San Jose
102744972162477610699,Mountain View
102766904556056700930,"Santa Clara, CA"
102771620194686863432,San Jose Ca
102772174072519452147,San Jose
102790216905840154054,"San Jose, CA 95125, United States"
102791939273723508119,"San Jose, California"
102792114066571769086,"San Jose, Costa Rica"
102798878313529372410,"San Jose, CA"
102799537074173553922,"Santa Clara, CA"
102800130215001185486,"Mountain View, CA"
102800431871448652086,Saratoga Springs & Lake George NY
102808565057379993580,"Saratoga, WY"
102808751208179245325,Cupertino
102817996502246042660,Mountain View
102818655270952455333,"San Jose, CA"
102837845875216819095,"Mountain View, CA"
102846632548369254361,San Jose
102848762362933917561,"Saratoga, CA"
102855545702274949744,"San Jose, California"
102856393868355026699,"San Jose, CA"
102870151225178611879,"Campbell, CA"
102872254180325064071,"San Jose, CA 95124, United States"
102873735039005886878,Santa Clara
102875352877558083111,"Sunnyvale,Ca"
102878058916216373946,Mountain View
102880886262737289101,"Pozos de Santa Ana, San Jose, Costa Rica"
102884521841992863165,San Jose
102886199199850962877,San Jose CA
102886890928048461197,"Mountain View, CA"
102889141588589860584,"San Jose, CA"
102897284842329873491,Mountain View
102899704158031435579,"Cupertino, California"
102901789199703647018,"Sunnyvale, CA"
102903079132140835966,"Mountain View, CA"
102903188525351299779,"Mountain View, CA"
102903417098166598961,"San Jose, Ca"
102908251316571764879,"Sunnyvale, California"
102908573008033003167,"Mountain View, CA"
102919066827015636503,Mountain View
102922594396655207742,San Jose
102927391399644954756,Gilroy
102930750717380483795,San Jose del Monte City of Bulacan
102933691070445172933,San Jose
102939895971220280948,"Saratoga, CA 95070"
102941733332399423853,San Jose
102943833957664562797,"Mountain View, CA, USA"
102945605512002998952,10215 Empire Ave Cupertino CA 95014-1243 US
102946542014341156581,"Mountain View, US"
102946899369847047369,San Jose de Costa Rica
102947279629478749024,Los Gatos
102953750893205974554,Mountain View
102957003099023377521,Palo Alto
102959516586902753128,"Mountain View, CA"
102964973553093254804,"Mountain View, California"
102970873779566311131,"San Jose, CA"
102975202002034831275,"Palo Alto, CA"
102977181734182508728,Gilroy
102977830574429705020,"Los Gatos, ca"
102979995481498428560,"Santa Clara, CA"
102984121671504309428,"San Jose, Ca"
102986008257719646832,"San Jose, CA"
103000811369607613407,"Campbell, CA 95008, United States"
103009409777616049620,"Palo Alto, CA"
103010824366947087578,"San Jose, CA"
103013280900465902213,Saratoga Springs
103016187540331884950,"San Jose, CA"
103018106347008587167,Los Altos
103022570094091940058,"San Jose, California, United States"
103022817021170264252,"Santa Clara, California"
103022818957886913622,"Gilroy, CA"
103023434712821822475,"Milpitas, California"
103037180346194848104,"San Jose , California"
103046101980290939793,"San Jose, CA"
103048703815036056325,"San Jose, CA"
103052953154288027074,Mountain View
103053013620105950083,"San Jose, CA"
103054987031117291432,"Campbell, CA"
103060272276921997518,"Fort Campbell, KY"
103063930049267157599,San Jose
103073491679741548297,"Palo Alto, CA"
103086538892067696779,"San Jose, CA"
103096179249107751867,"Casal de Santa Clara 115, 2400-019, Portugal"
103100471825772963077,"San Jose, California"
103104079397182944597,"Mountain View, CA"
103108929973986724176,Santa Clara
103109737989676472012,"San Jose, Costa Rica"
103110853227545467372,"San Jose, CA"
103113612131179883827,"Sunnyvale, CA"
103115464542679395301,"Cupertino, CA"
103116034586117282107,"San Jose, CA"
103116662508889780280,"San Jose, Ca."
103126901635700766493,"Mountain View, CA"
103132908536693415051,"Palo Alto, CA"
103139845239231992912,"Palo Alto,CA"
103144402243214309073,"Mountain View, CA"
103146292836298123518,"Los Altos, CA"
103159038258888805788,"San Jose, CA"
103180209120547476737,"Cupertino, CA"
103184272308736539186,Gilroy
103187747245896921135,"Costa Rica, San Jose"
103187811501549637508,"Sunnyvale, CA"
103195169855668757632,"Mountain View, CA"
103201457792209287286,"Los Gatos, CA"
103202141261242598628,"Santa Clara, CA"
103204397792168249151,"Sunnyvale, CA"
103240247640339476615,Mountain View
103248463319828244925,San Jose
103251279661378575282,"Sunnyvale, CA"
103253073615307337702,Sunnyvale California
103253417842130417839,"Mountain View, CA"
103253626067681942582,San Jose Ca
103255900839613998267,"San Jose, CA"
103257615130993488483,"Santa Clara, California, United States"
103263194357603548599,San Jose Costa Rica
103279530278747207914,San Jose
103282147327217298819,"Saratoga Springs, NY"
103286608250694013489,"San Jose, CA"
103287008805378516165,"San Jose, CA 95112"
103288671437428255977,"Santa Clara,CA"
103293832211164757839,"San Jose, CA"
103300363750121441954,"Mountain View, CA"
103301008683592593687,Los Altos CA
103307881531051272174,Cupertino
103308582162438790993,"Sunnyvale, CA"
103315531464433089531,"San Jose, California"
103317470085346548318,"Campbell county, TN"
103322096164320811619,"Palo Alto, CA"
103328780642784170404,"Campbell, CA"
103329761043692640682,"San Jose, CA USA"
103335004405992000119,"San Jose, CA"
103338363790893534245,"San Jose, CA"
103355759425826383922,"Gilroy, California"
103361795253127496096,"Los Gatos, CA 95033, United States"
103368209379807827198,"San Jose, CA 95134"
103370124934355304699,"Fort Campbell, Kentucky"
103379414469519954013,"Los Gatos, CA"
103382193240959238656,"Saratoga Springs, UT 84045, United States"
103391239446673461028,San Jose
103393034665207978208,"Morgan Hill, California"
103393615353113579978,"Los Gatos, CA"
103412223565156203916,San Jose
103415584837023344503,"San Jose, CA"
103415733430823794349,"Mountain View, CA"
103429607750326163362,"San Jose, CA"
103430808125397993186,"Palo Alto, California"
103434057344076654355,Mountain View
103436307995345678639,Mountain View
103438332263642514693,"San Jose, CA"
103449036806488961685,San Antonio de Los Altos
103463638892924444568,Morgan Hill
103469210394974380737,"Mountain View, California"
103474822255630633972,"San Jose, CA"
103475585252164199913,"Mountain View, CA"
103483285267138850212,"San Jose, CA"
103491258445207125434,"San Jose, CA"
103491861457037959547,San Jose Del Cabo bcs
103493917773604532264,"San Jose, CA"
103522039118349401491,"San Jose, CA"
103522191271754853617,Mountain View
103523088620327024215,"Sunnyvale, CA 94085"
103526364351481100515,Gilroy ca
103534073703296771136,"San Jose, CA"
103538298566249233853,"Los Gatos, CA"
103542205101387980583,"San Jose, Costa Rica"
103544631006741911137,San Jose
103549989057569045838,"Mountain View, CA"
103561532196838098840,"San Jose, CA"
103582214929409926296,"Mountain View, CA"
103589662732619576817,"San Jose, Ca"
103591162764281041523,"Sunnyvale, CA"
103594734078090593089,"Cupertino, CA"
103595035354888977038,San Jose
103596763205046827213,"Santa Clara, CA"
103610497023741729370,Santa Clara
103612531408881941829,"Mountain View, CA"
