name	gPlusPlaceId	latitude	longitude
"b""Bob's Towing"""	113270413214914590625	33.998791	-117.88433300000001
b'Noahs Bagels'	115164818900530909527		
b'Pizza Hut'	117920279631992324343	37.260279	-121.88554199999999
b'Ramen Halu'	117372007146142905704	37.321641	-121.97179299999999
b'Pediatric Associates'	107480727241038221179	37.220146	-121.864442
b'Target'	100105025087465191296	37.304739	-121.865002
b'Anthony For Hair'	106013183805244199234	37.2368	-121.80448200000001
b'Produce Spot'	105577157615503865155	373.87039	-1218.59976
b'US Post Office'	107399461371538556050	37.393471000000005	-121.924954
b'Jack In the Box'	103588793201909241745	37.323178000000006	-121.91933700000001
b'Midas San Jose'	113169662490209606825	37.276351	-121.832898
b'Capitol & Senter Smog Test'	112226819685278989907	37.293959	-121.833229
b'All About Gutters'	109920344477034094267	37.365976	-121.940172
b'SonicWALL, Inc.'	103912068261729948690	37.253616	-121.93262299999999
b'Sangam Indian Cuisine'	113412656615718623427	37.385417	-121.92753400000001
b'Alcazar Construction'	116403417940245845004	37.271171	-121.89318100000001
b'Lucky Supermarkets'	115645697921758739743	37.315094	-121.79045
b'Fireclay Tile'	103772542595113830157	37.336299	-121.902515
b'Home-Teck Retractable Awnings and Shade Sail'	115809694713396879378	37.240239	-121.87888000000001
b'Backayard'	109989058247964536721	37.336703	-121.89268
b'Project Ninety Corporation'	101549175392819650639	37.331637	-121.875941
b'House of Genji'	108233981895121134413	37.360386	-121.908892
b'Santa Clara County : Shooting Range'	111333019440129598504	37.218829	-121.725563
b'EL BARON ROJO'	100471733560186191401	37.370006	-121.84236399999999
b'Island Grill'	104687067220120860124	37.362266999999996	-121.906176
b'ITU'	113826655999773653606	37.331819	-121.895769
"b""Sam's Downtown Feed & Pet Supply"""	114710418897932775354	37.323902000000004	-121.904899
b'Oysoi Sushi Teriyaki'	108438766370397648435	37.274665999999996	-121.93330700000001
b'Ericsson Inc'	100010035184425103894	37.418819	-121.949848
b'Fast Bicycle'	112492928160157002377	37.358083	-121.84406899999999
b'Pizza Hut'	110785184828499405707	373.14782	-1219.50074
b'El Rodeo Mansware'	107137484027078207071	37.3658	-121.827679
"b""Julie's Downtown Sober Home"""	106669284363164882750	37.341798	-121.874196
b'Fast Repair LLC'	112628204751882289349	37.404216999999996	-121.903906
b'Lucky Stars Tattoo & Body Piercing Studio'	110998783588990870364	37.250446000000004	-121.872156
b'Grand Century Shopping Mall'	104022891713232514316	37.332964000000004	-121.856167
b'RadioShack'	117489564133472150272	37.329459	-121.859277
b'Extreme Pita'	102792270950246250111	37.383505	-121.897694
b'Rokko Japanese Cuisine'	100964971415124014599	37.334391	-121.891396
b'Pro Darling Nails'	100495460848468854946	37.311768	-121.81040800000001
b'Supercuts'	107995773638405106335	37.322944	-121.993301
b'Willow Glen Meats & Smoke House'	106507291007744872431	37.317428	-121.893497
b'tico tacos'	117436751211532656516	37.341798	-121.890749
b'Nomikai'	114395269944708073870	37.335335	-121.88978200000001
b'Auto America'	102425061989997672266	37.247771	-121.868118
b'Wilcox Park'	117642453245423502984	37.294113	-121.899905
b'Art of Living Yoga and Meditation Center, San Jose'	108318912914285245770	37.251427	-121.83513
b'T K Noodle Inc'	108493927521080001015	37.331367	-121.879223
b'Marble Creations Inc'	111324187029082977315	37.378676	-121.908079
b'Quan Hue Restaurant'	107752042705879514202	37.322321	-121.823852
b'Chaat Cafe'	103746266393304710016	37.249713	-121.856799
b'Law Office Of Wendy Lun'	111345340261318223880		
b'San Jose Skate'	101260791752016845906	37.251943	-121.82785600000001
b'Panera Bread'	107378058420445376217	37.340253999999995	-121.903777
b'Jimyko Home Furnishings'	110032226144710602816	37.307918	-121.865742
b'Pioneer Manufacturing Co'	117010924565979801101	37.377280999999996	-121.905354
b'A Slice of New York'	104508198886035376808	37.323617	-121.95887900000001
"b""Armadillo Willy's Barbecue"""	113383633463629879798	37.248197	-121.85858300000001
b'Popeyes Louisiana Kitchen'	108156195052867943442	37.369655	-121.84544
b'PostalAnnex+'	107707582398404829996	37.262415999999995	-121.879279
b'Round Table Pizza'	111939180207665510885	37.262426	-121.878174
"b""Wodin's Kennel"""	114708583692088155538	37.357603000000005	-121.789501
b'Happy Hollow Park & Zoo'	110230046157365839534	37.324071999999994	-121.86382900000001
b'Golfland Entertainment Centers'	101146235556669039271	37.250233	-121.867073
b'Almaden Roasting Co'	115705002518496073575	37.228839	-121.88443500000001
b'Starbucks'	101687639168877776880	37.33939	-121.84229199999999
b'American Tire Distributors Inc'	113259834066316345811	37.390376	-121.913044
b'Taikee Wonton'	101246729611607610784	37.321366999999995	-121.971907
"b""Brian's Welding"""	104122168944946647541	37.341468	-121.89933899999998
b'Stanley Steemer Of San Jose'	107496145987374035142	37.390296	-121.896105
b'Mightyfist Taekwon-Do'	100401179377140158660	37.306683	-122.03205
"b""Mountain Mike's Pizza"""	110319862888995982624	37.255896	-121.89697
b'SAP Center'	111848062479842748046	37.332799	-121.90121
b'Robbies Automotive Service and Repair'	108007420305771036076	37.321391999999996	-121.911074
b'Panda Express'	108770900515026387506	37.340565999999995	-121.906502
b'Atlantic Aviation'	101371197420240863962	37.355765000000005	-121.93009199999999
b'Nothing Bundt Cakes'	112619494289476378922	37.292346	-121.913371
b'Yard House'	105537862861832783620	37323138.0	-121947648.0
b'Mexico Lindo Restaurant'	112600133143005863647	37.275515999999996	-121.89193300000001
"b""McDonald's"""	103266670541012232154	37.303902	-122.031896
b'Winchester Western Wear'	111228363862946289514	37.323568	-121.92362299999999
b'Tomato Thyme'	101667744935589967569	37.293671	-121.91218300000001
b'Fuji Sushi Restaurant'	101685442908674859812	37.335608	-121.891178
b'Bally Total Fitness'	100785724857594258217	37.313153	-121.809422
b'Starbucks'	117117003197267526362	37.332384000000005	-121.912745
b'Motorola'	115918579887753721276	37.238166	-121.785596
b'Blackford Apartments'	109718205862140456460	37.314462	-121.967998
b'Contreras V Jorge MD'	109142881013707563797	37.250577	-121.855364
b'Phelan Auto & Body Repair'	117830326300875956648	37.313559999999995	-121.86583999999999
b'Popeyes Chicken'	107385009054081988790	37.309682	-121.81009399999999
b'CDI'	113453916229866965026	37380998.0	-121895129.0
b'Shnaydman Marina DDS'	105690627276471807391		
b'Los Cubanos Restaurant'	116714290900672170748	37.335308000000005	-121.894065
b'Compassionate Health Options'	113742105752281218682	37.342898	-121.87786399999999
b'Starbucks'	114185909397303546960	37.292856	-121.988874
b'Golden Garlic'	106212485400217249626	37.415282	-121.875948
b'Pho Bang'	114559904583353323218	37.322734999999994	-121.825818
b'Dr. Jaswinder Ghuman, DDS'	115419748732215754268	37.235881	-121.80082800000001
"b""Papa Murphy's"""	101504231755195264658	37.267708	-121.93106
b'Bagby Elementary School'	110711218956863908551	37.277998	-121.9219
b'Jonathan Kim DDS Inc.---Top Best *8* San Jose Dentists Specialists Centers'	105806800786139579881	37.374834	-121.87349499999999
b'Super Taqueria'	110603790009771269977	37.356215	-121.819673
b'Silver Creek Sportsplex'	101598569346842126073	37.266337	-121.793884
b'Holiday Inn Express Hotel & Suites San Jose-International Airport'	103316938970158851702	37.362693	-121.90515500000001
b'Lee Dental Office'	116079199553869331216	37.263446	-121.876173
b'Amato Pizza'	103999564598201336230	37.229202	-121.884371
b'I Stay Here'	109588318663119119466	37.314446999999994	-121.917203
b'Sunny Tools'	113216707510384224956	37.309033	-121.84934299999999
b'Nite and Day Power Inc.'	115059182401256697728	37.337864	-121.894051
b'Almaden Plaza Shopping Center'	102736468501491391273	37.252495	-121.87815
b'Michael and Company, Inc. Automotive and Collision Repair'	114635051806794110236	37.321798	-121.908395
b'King Futon Manufacturing'	111041051453351443148	37.372987	-121.909054
b'The Brit'	117517379845328316054	37366895.0	-121926518.0
b'Burger King'	118197382838677965539	37.365390999999995	-121.892395
b'Water Heaters Only, Inc.'	109356202096878475109	37.345622999999996	-121.884722
b'Calero Park'	103324633565944918504	37.240659	-121.818183
b'Walia Ethiopian Cuisine'	103413710519082521149	37.322511999999996	-121.932448
b'El Rincon Restaurant'	117396165246194882472	37.37482	-121.89418899999998
b'New Look Institute'	117738477783565915135	37.304547	-121.931528
"b""Max's"""	110453853696601701683	37292906.0	-121990151.0
"b""Mountain Mike's Pizza"""	108755095119613154836	37.327803	-121.932428
b'Montessori Academy'	112660619413155030082	37.354411999999996	-121.83398799999999
b'Taqueria El Coral'	117003826590066059819	37.274273	-121.85059199999999
b'Retired Firefighters Inc'	113246182007084328151	37.292460999999996	-121.87034799999999
b'Heritage Rose Garden'	106451590664618279346	37.342556	-121.90593799999999
b'Naglee Park Garage'	112981493669774787684	37.336849	-121.87617
b'Kazoo Restaurant'	116660633862540018277	37.349236	-121.893281
b'Peking House Restaurant'	112180251626630781264	37.334996999999994	-121.890708
b'San Jose Piano Teacher'	105665952852189795986		
b'Velley Verde'	115937770732596766585	37.297096	-121.913556
b'A-Barber'	103636725479975182779		
b'Sephora'	105041972381511070742	37.251784	-121.861081
b'Auto Sound & Security'	105539934085525795593	37.275096000000005	-121.864455
b'Dok Baugh Tarvin Amini: Tarvin Valerie S'	113299346226753680084		
b'Fast Fresh Pizza'	109163710602943909266	37.329607	-121.85676799999999
"b""Domino's Pizza"""	115333211352799466653	37.283771	-121.833605
b'Brauer Insurance Services LLC'	105925471032047931486	37.276225	-121.878996
b'TownePlace Suites San Jose Cupertino'	104349320135442476892	37.319527	-121.972494
"b""Tequila's Taquiera"""	105101169757022500140	37.304869000000004	-121.92136
"b""Bertucelli's La Villa Gourmet"""	100816254133968356657	37.304656	-121.898423
b'Extended Stay Deluxe - San Jose'	110640855080147959946	37.37472	-121.91673
b'North Valley Optometry'	103040109921492561727	37.386894	-121.862898
b'Vickers Auto Rental and Auto Repair'	101592712019257731091	37.366095	-121.90198500000001
b'iJump Party Rentals'	113835245052514274416	37.331821000000005	-121.840846
b'Taqueria San Jose'	103318925147050048468	37.33869	-121.88561000000001
b'Buena Vista Apartments'	117067797744501183306	37.32095	-121.919192
b'Interstate All Battery Center'	100074138767828291893	37.312777000000004	-121.86706699999999
b'Bay Area Computerman'	109114061618757184041	37.32307	-121.96551399999998
b'Fourth Street Bowl'	104399832091791643182	37.363852	-121.907742
b'US Internal Revenue Services'	106654191868219959206	37.33437	-121.89144099999999
"b""Laurel's Delight's"""	107124161036193855964	37.334123999999996	-121.896055
b'Thrift Box Lucile Salter'	105531524039406568853	37.304088	-121.897601
b'Sj Movers'	101277694724521753494	37.293545	-121.977411
b'Absolutely Uniforms'	111238833416081816364	373.12732	-1219.3159699999999
b'Thomas Hogan Law Office'	109289049553725041153	37.337864	-121.894051
b'Tacos Al Pastor'	107080367706963242662	37.220377	-121.862366
b'San Jose Hydroponics'	103781917847636583650	37.30692	-121.865164
b'Target: Pharmacy'	115506228861983855445	37.339104999999996	-121.90462600000001
b'The Law Offices of Earl Carter & Associates'	117913574379638985807	37.36805	-121.91626000000001
b'Animal Medical Center San Jose'	115333614300047513006	37.262928	-121.917864
b'Greenesport Association'	111781179964915944517	37.326679	-121.783526
b'H & Q Hydroponics Supply'	116740156352477284132	37.323006	-121.899599
b'Amyway Global Affiliated IBO'	117674526288678283826		
b'Golden Rice Bowl'	114958255146178173036	37.251659000000004	-121.90900800000001
b'Princeton Plaza Mall'	100580552250071653004	37.244194	-121.88931399999998
b'Hada'	105384599504718166893	37.356133	-121.85073999999999
b'7- Eleven'	114121582145866274965	37.390205	-121.87863999999999
b'Window Tinting by Dr Tint'	115623206082874905928	37.275366	-121.86617
b'Berliner Cohen Attorneys at Law'	117795062368323688530	37.334047	-121.894405
b'Cafe Gourmet'	100291032801214290627	37.310189	-121.895693
b'La Casa De La Salud'	111791285715043376369	37.337495000000004	-121.888548
b'Silicon Valley Pet Nanny'	118293669818694300138	37.348675	-121.89249699999999
"b""Karlita's Taco Place"""	115411554301916478382	37.363473	-121.90686299999999
"b""Domino's Pizza"""	108385630916081071225	37.3416	-121.87799999999999
b'konjoe burger bar'	117438059867404678243	37.336062	-121.894952
b'San Jose Municipal Stadium'	117328389305072752189	37.320562	-121.86248799999998
"b""Lalo's Sewer & Drain Cleaning"""	102623070340443813854	37.352092	-121.87937
b'Headcase Salon'	105414831788949088390	37.338019	-121.89523500000001
b'Baldwin Architecture'	109574451646461667262	37.272764	-121.91342
b'JCPenney'	118123546717010730902	37325760.0	-121813000.0
b'Stevens Creek Volkswagen'	116004531313889192736	37.322965	-121.98060600000001
b'Ohana Board Shop'	108388112431112907629	37.323425	-121.961827
b'Rose Donuts & Cafe'	102404549204184909782	37.288436	-121.99512
b'Avalon Willow Glen'	100164589573778986917	37.279089	-121.87466299999998
b'Simply Chronic Healing'	115091897808374036156	37.330923999999996	-121.85606000000001
b'Vung Tau Restaurant'	107656126895944159427	37.341707	-121.87946299999999
b'Starbucks'	115652003419519977599	37.38535	-121.92791799999999
b'SUBWAY\xc2\xae Restaurants'	100992028228674416206	37.324490999999995	-121.900066
b'Ono Hawaiian BBQ'	112323810934757127774	37.383431	-121.893349
b'Big Lots'	116065004197729576330	37.262381	-121.91846000000001
b'Life Coach'	113289422484212814390	37.336279	-121.833133
b'Dickinson Cabinetry'	107536310651231847929	37.291375	-121.845254
"b""Papa John's Pizza"""	112169884841946238842	37.288144	-121.99496599999999
b'Reiki Angel Massage'	104073977002042180878	37.324564	-121.91413999999999
b'Com Tam Thanh Inc'	110517515886255581225	37.332741	-121.85303
b'Pin High Golf Center'	114440391784475598973	37.423846999999995	-121.97097099999999
b'Botanica El Trebol'	115486572908014314653	37.323285	-121.927241
b'Baja Fresh Mexican Grill'	106106193356505024010	37.230675	-121.77516299999999
b'Appliance Parts East Inc'	107809684764978559938	37.369719	-121.845272
b'Fusion Med Grill'	108129552731989532623	37.245536	-121.80486599999999
b'Unlimited Outdoor Kitchens'	103187355619537581808	37.303990999999996	-121.984043
b'Golden Garden Restaurant'	101944160547533441011	37.244194	-121.88931399999998
b'DunRite Heating & Air Inc.'	103048087630783344555	37.333698	-121.998002
b'Wallenberg Park'	107821582496722726655	37.287062	-121.89646
b'Got 2 Go Pizza'	103446535296154294889	37.323834000000005	-121.92443300000001
b'Peacock Indian Cafe'	116269145854656034762	37.313362	-121.792965
b'Archbishop Mitty High School'	104355162058541640074	37.315220000000004	-121.993292
b'Starbucks'	101926007268922611421	37.238095	-121.83086200000001
"b""Peggy Sue's"""	104278977319197483698	37.335547	-121.89353500000001
b'European Wax Center San Jose'	108731870897457040783	37.340557000000004	-121.906375
"b""Kohl's"""	111125093821982973124	37.248697	-121.85978700000001
b'Dr. Stephen L. Rottjakob, DDS'	118400358182726885577	37.203854	-121.83618
b'Target'	108240332843042613838	37.340315999999994	-121.84058300000001
b'Dr. Wesley P. Yemoto, DDS'	107302336123761951061	37.258764	-121.88406200000001
b'St. Leo the Great Parish'	114426375468292234110	37.328831	-121.911345
b'SUBWAY\xc2\xae Restaurants'	117011352489963888083	372.5223	-1219.0976
b'Target'	114606816336233497463	37.339114	-121.904521
b'SMOG TECH Test Only Station 1'	110391039098867852341	37.326743	-121.896387
b'Top Cafe'	112203944267430130571	37.307399	-122.03283799999998
b'Silicon Valley Veterinary Specialists'	113485166612984291066	37.226178000000004	-121.77450800000001
b'Giza Hookah Lounge'	102017731500025691796	37.336465000000004	-121.89077900000001
b'Just Breakfast'	109240657764349150109	37.290773	-121.848828
b'APC Appliance Parts Co'	109256979300956418340	37.251441	-121.872046
"b""Powell's Sweet Shoppe (Willow Glen)"""	108892701248431565715	37.307842	-121.9004
b'Flores Income Tax'	104171104811339394722		
b'A Best Airport Shuttle'	117490354659627403835	37.370952	-121.909777
"b""Arteaga's"""	109528034050092211426	37.312265000000004	-121.90393700000001
"b""Moe's Stop"""	109070285328853973785	37.356055	-121.863491
b'El Abuelo Taqueria'	108445331485411672441	37.312177	-121.903926
b'Family Community Church'	101925081417157197203	37.258309000000004	-121.77787
b'Focus Hair & Nails'	105290823722448234153	37.310877000000005	-121.895275
b'Burbank Pet Hospital'	109744041796136683779	37.3236	-121.92551200000001
b'Hammer & Lewis Clothiers'	110534748760680885705	37.33566	-121.89038000000001
b'Dajon Truck Repair'	105150420127250567579	37.309943	-121.87453799999999
b'24 Hour Fitness'	102864437698581775602	37.317395	-121.91578999999999
b'Morgan Financial'	114933216109891397842	37.382673	-121.911875
"b""Carl's Jr. / Green Burrito"""	113707138725766679219	37.364518	-121.891878
b'Blue Mango'	114627475548438250393	37.341124	-121.90938200000001
b'Wells Fargo Bank'	112894093857184339485	37.340174	-121.84236899999999
b'Yas Restaurant'	105040656468757474859	37.304188	-121.978826
b'World Class Tae Kwon Do'	108648527829910008135	37.25223	-121.90976
b'Quiznos Sandwich Restaurants'	115607742110815143460	37.263605	-121.916374
b'CountryBrook'	106464537530617901061	37.40222	-121.881225
b'Chipotle Mexican Grill'	118006168699993648114	37.3318	-121.908796
b'Extended Stay America Hotel San Jose - Downtown'	104445773950454404551	37.36472	-121.91076499999998
b'CineArts @ Santana Row Movie'	103653438723705731788	37.318798	-121.94843300000001
"b""Giovanni's Pizza"""	114017665953563175229	37.35863	-121.89028799999998
b'Metal Dog Tactical'	103251140230461240154	37.376155	-121.92010400000001
b'Japantown San Jose'	106811913836478423198	37.350475	-121.89408300000001
b'Western Appliance'	108789136517397618307	37.323260999999995	-121.930627
b'Almaden Sushi'	115095074134378831307	37.219978000000005	-121.861953
b'Century Chiropractic'	117486461842661106153	37.320544	-121.95170700000001
b'Elegant Lace Bridal and Tuxedo'	105966339338950846228	37.251792	-121.87381599999999
b'Dot Com Connect SEO'	118220163733712772996	37.357661	-121.89443899999999
b'Cubicles Etc'	117931725168025005658	37.42135	-121.95845600000001
"b""Carl's Jr. / Green Burrito"""	115068390183887054025	37.245683	-121.804156
b'Awesome Furniture'	113969834757498344935	37.322621999999996	-121.988883
b'El Rincon Taqueria'	102015978827490449237	37.323305	-121.79592199999999
b'Best Buy'	118307239080141181956	37.25631	-121.87753000000001
b'Saigon Seafood Restaurant'	115231461715056236800	37.329056	-121.858399
b'George Page Park'	116171612272217645609	37238039.0	-121794689.0
b'Great Clips East San Carlos St.'	112302840889513908195	37.332656	-121.88478799999999
b'Kww Kitchen Cabinets N Bath'	114870541426207510572	37360404.0	-121899519.0
b'Corinthian Event Center'	112498278205861676320	37.339906	-121.8902
b'San Jose Parks & Recreation'	104942916161779796371	37.287063	-121.89646499999999
b'Deezi Cafe'	101072738988791048347	37.289109	-121.99148000000001
b'Liquid Restaurant & Lounge'	100157662791796366667	37.336653999999996	-121.88818799999999
"b""Ming's Garden"""	114272078288141377025	37.275137	-121.892716
b'The Cheesecake Factory'	111159675359819781474	37.251218	-121.86160100000001
b'Selam Restaurant & Cafe'	101344230980944546221	37.308287	-121.95107
b'Jade Gardens Chinese Restaurant'	112362817844806008426	37.381607	-121.827913
"b""See's Candies Chocolate Shops"""	111837915613372307884	37252057.0	-121876767.0
b'Berryessa Branch Library'	117503601416887991336	37.393474	-121.84124399999999
b'Little Caesars Pizza'	117536118107048829068	37.373576	-121.871974
b'Monsieur Beans Willow Glen'	106452513216677498191	37.303898	-121.897752
b'Watchcare - Watch Repair'	101104812107960155125	37.250192	-121.85866999999999
b'Almaden Quicksilver County Park'	105539195297565364296	37.182465	-121.850568
b'Sonoma Chicken Coop - Almaden'	113816662347763033921	37.235797999999996	-121.873428
b'Vieira Park'	117191615797709953094	37.28679	-121.861446
b'NorCal Swim Shop'	101196544183973122895	37.322146999999994	-121.992272
b'Thanh Huong Sandwich'	108633223511588530123	37.303276000000004	-121.843411
b'Panda Express'	111303574384874744775	37.416323	-121.955025
b'Burger King'	107054534127764759852	37.309911	-122.032683
b'AAMCO Transmissions & Total Car Care'	107371446283110187769	37.303819	-121.856703
b'Joyeria Torres Inc'	101890142351734285586	37.34091	-121.84388799999999
"b""Andy's Pet Shop"""	114960452968317197132	37.335395	-121.895671
b'Alum Rock Groomers'	118274573209985084025	37.366693	-121.826659
b'Elements'	109747085920728904609	37.317119	-121.90983200000001
b'Guadalajara Bakery & Market'	101250016047736410822	37.349309000000005	-121.887253
b'Una Mas Mexican Grill'	109066018738416541709	37.249133	-121.85788799999999
b'CVS Pharmacy | Photo'	103645693208069970032	37.331990000000005	-121.90688
b'La Victoria Taqueria'	117698618124026317044	37.332531	-121.884352
b'RFI Inc'	115833660497587789591		
b'Plaza de Cesar Chavez'	104133986583114445253	37.332004	-121.889523
"b""Kelly's Liquor Store"""	105371191716181857308	37.346246	-121.893629
b'Plant Based Pizza'	111418883734112674215	37.303614	-121.91403700000001
b'Wingstop'	104290373023368483156	37.253125	-121.87728200000001
b'Maxim Market'	100093069293770881551	37.309996000000005	-121.81136299999999
b'St Maria Goretti Church'	103758918131769526414	37.296147999999995	-121.83569399999999
b'Bicycle Express'	105490258822764486659	37.329963	-121.882198
b'Wienerschnitzel'	116171382293133609417	37.352961	-121.822864
b'Los Gatos Roofing'	106900300616971289475	37.370821	-121.89056699999999
b'Any Water Sports'	115353517111953222940	37.299442	-121.981776
b'Walmart'	111236321063679431388	37.256034	-121.79900500000001
b'Las Palmas'	112454259421523820053	37.333960999999995	-121.915177
b'Four Seasons Bobcat - Bobcat Services'	105872159717400495881	37.250335	-121.946546
b'Starbucks'	111930295296990949244	37.300187	-121.821846
b'China Chen Restaurant'	110935620115013867391	37.331047	-121.883626
b'National Debt Relief Company'	115490657060848735556	37.323485999999995	-121.809426
b'Barnes and Noble'	113551481735943478104	37.324701	-121.813674
"b""Denny's"""	107465669544892370089	37.373597	-121.91895500000001
b'Cafe Rosalena'	107431135477198989207	37.331676	-121.911257
b'Workbridge Associates'	106366917880548811416	37.3327	-121.890759
b'Safeway'	116814604733897444897	372.66841	-1218.3321
b'Art Appliance Repair'	115178714531903627593	37.25962	-121.877673
b'Taylor Benefits Insurance Agency'	108974945396704593678	37.24989	-121.9124
"b""Kim's Auto Body"""	112159982141266986455	37.325536	-121.89918
b'Almaden Automotive'	114466950848244003331	37.246747	-121.867893
b'Ca Mau Restaurant'	106093626938105715821	37.324093	-121.79693400000001
b'Spartan Barbershop'	115039074985524424020	37.330252	-121.882065
b'Wells Fargo Home Mortgage'	115363187392146182213	37.365203	-121.912401
b'Salon Revolucion Latina'	107112788299997524650	37.299233	-121.931482
b'Jamba Juice'	106347970366735269383	37.252407	-121.861296
b'Kabob House'	105944949655742861791	37.312832	-121.79021499999999
b'FedEx Office'	111980447176147412893	37.332559	-121.88539399999999
b'Jiffy Lube'	108906408971550143933	37.250184999999995	-121.859726
b'Cafe Yolicious'	107009384781218656047	37.335485	-121.88643799999998
